timestamp,mass_flow_raw,density,GVF,WC,mass_flow_true
2026-03-15 08:58:00,15.82,918.4,0.06,0.892,16.38
2026-03-15 08:59:00,16.19,911.8,0.068,0.889,16.37
2026-03-15 09:00:00,15.99,928.0,0.054,0.849,16.37
2026-03-15 09:01:00,16.43,926.2,0.058,0.87,16.37
2026-03-15 09:02:00,16.0,932.0,0.05,0.884,16.36
2026-03-15 09:03:00,16.11,930.6,0.05,0.891,16.36
2026-03-15 09:04:00,16.19,910.5,0.071,0.908,16.35
2026-03-15 09:05:00,16.22,901.8,0.077,0.903,16.35
2026-03-15 09:06:00,16.3,918.5,0.064,0.876,16.34
2026-03-15 09:07:00,16.1,907.6,0.076,0.914,16.34
2026-03-15 09:08:00,16.1,910.2,0.07,0.922,16.33
2026-03-15 09:09:00,16.08,919.1,0.061,0.924,16.33
2026-03-15 09:10:00,16.04,909.7,0.072,0.937,16.32
2026-03-15 09:11:00,15.77,895.8,0.085,0.935,16.32
2026-03-15 09:12:00,15.8,911.0,0.07,0.93,16.31
2026-03-15 09:13:00,15.83,898.7,0.087,0.922,16.31
2026-03-15 09:14:00,16.02,934.1,0.046,0.893,16.3
2026-03-15 09:15:00,15.78,899.2,0.082,0.937,16.3
2026-03-15 09:16:00,15.98,904.8,0.075,0.935,16.29
2026-03-15 09:17:00,16.03,910.4,0.073,0.938,16.29
2026-03-15 09:18:00,15.87,903.8,0.077,0.909,16.28
2026-03-15 09:19:00,16.18,922.3,0.058,0.915,16.28
2026-03-15 09:20:00,15.68,907.9,0.076,0.96,16.27
2026-03-15 09:21:00,15.78,901.5,0.083,0.939,16.27
2026-03-15 09:22:00,15.63,885.5,0.095,0.955,16.26
2026-03-15 09:23:00,15.55,901.6,0.076,0.944,16.25
2026-03-15 09:24:00,15.83,909.2,0.074,0.945,16.25
2026-03-15 09:25:00,15.79,901.9,0.078,0.964,16.24
2026-03-15 09:26:00,15.95,890.0,0.093,0.936,16.24
2026-03-15 09:27:00,15.84,889.2,0.089,0.949,16.23
2026-03-15 09:28:00,15.63,902.4,0.081,0.939,16.22
2026-03-15 09:29:00,15.99,887.0,0.092,0.94,16.22
2026-03-15 09:30:00,15.9,894.0,0.089,0.943,16.21
2026-03-15 09:31:00,15.75,883.1,0.099,0.954,16.21
2026-03-15 09:32:00,15.71,896.6,0.083,0.94,16.2
2026-03-15 09:33:00,15.57,893.0,0.088,0.975,16.19
2026-03-15 09:34:00,15.65,894.9,0.088,0.932,16.19
2026-03-15 09:35:00,15.91,903.3,0.079,0.946,16.18
2026-03-15 09:36:00,15.92,886.0,0.097,0.941,16.17
2026-03-15 09:37:00,15.86,888.2,0.098,0.978,16.17
2026-03-15 09:38:00,15.56,882.7,0.096,0.953,16.16
2026-03-15 09:39:00,15.46,890.4,0.095,0.969,16.15
2026-03-15 09:40:00,15.71,898.0,0.084,0.918,16.15
2026-03-15 09:41:00,15.35,885.3,0.095,0.952,16.14
2026-03-15 09:42:00,15.65,882.7,0.097,0.963,16.13
2026-03-15 09:43:00,15.59,888.5,0.093,0.946,16.13
2026-03-15 09:44:00,15.5,883.5,0.1,0.964,16.12
2026-03-15 09:45:00,15.28,874.9,0.107,0.931,16.11
2026-03-15 09:46:00,15.51,862.7,0.123,0.968,16.11
2026-03-15 09:47:00,15.43,872.6,0.107,0.984,16.1
2026-03-15 09:48:00,15.32,873.7,0.108,0.929,16.09
2026-03-15 09:49:00,15.07,873.5,0.106,0.926,16.08
2026-03-15 09:50:00,15.58,893.8,0.089,0.962,16.08
2026-03-15 09:51:00,15.74,875.4,0.109,0.962,16.07
2026-03-15 09:52:00,15.7,871.0,0.11,0.918,16.06
2026-03-15 09:53:00,15.24,842.1,0.135,0.918,16.05
2026-03-15 09:54:00,15.35,872.8,0.11,0.918,16.05
2026-03-15 09:55:00,15.47,867.4,0.116,0.894,16.04
2026-03-15 09:56:00,15.26,869.7,0.113,0.9,16.03
2026-03-15 09:57:00,15.5,881.5,0.103,0.895,16.02
2026-03-15 09:58:00,15.43,853.3,0.127,0.897,16.02
2026-03-15 09:59:00,15.51,859.7,0.124,0.908,16.01
2026-03-15 10:00:00,15.3,859.3,0.126,0.911,16.0
2026-03-15 10:01:00,15.36,869.1,0.11,0.934,15.99
2026-03-15 10:02:00,15.12,849.7,0.134,0.879,15.99
2026-03-15 10:03:00,15.27,874.6,0.107,0.915,15.98
2026-03-15 10:04:00,15.23,854.9,0.127,0.888,15.97
2026-03-15 10:05:00,15.22,839.1,0.144,0.887,15.96
2026-03-15 10:06:00,15.47,867.7,0.114,0.898,15.95
2026-03-15 10:07:00,15.17,862.2,0.119,0.858,15.94
2026-03-15 10:08:00,15.46,856.1,0.126,0.884,15.94
2026-03-15 10:09:00,15.22,858.8,0.121,0.875,15.93
2026-03-15 10:10:00,15.3,868.1,0.112,0.878,15.92
2026-03-15 10:11:00,15.09,854.8,0.129,0.869,15.91
2026-03-15 10:12:00,14.89,861.3,0.119,0.908,15.9
2026-03-15 10:13:00,15.28,848.9,0.135,0.841,15.9
2026-03-15 10:14:00,15.33,861.2,0.122,0.839,15.89
2026-03-15 10:15:00,15.02,831.7,0.148,0.832,15.88
2026-03-15 10:16:00,15.19,855.7,0.126,0.829,15.87
2026-03-15 10:17:00,15.22,853.9,0.131,0.822,15.86
2026-03-15 10:18:00,14.83,837.5,0.143,0.853,15.85
2026-03-15 10:19:00,15.08,857.6,0.124,0.853,15.84
2026-03-15 10:20:00,15.19,844.2,0.14,0.808,15.84
2026-03-15 10:21:00,14.81,833.3,0.151,0.797,15.83
2026-03-15 10:22:00,15.18,858.8,0.123,0.818,15.82
2026-03-15 10:23:00,14.82,839.6,0.142,0.792,15.81
2026-03-15 10:24:00,15.08,841.9,0.144,0.81,15.8
2026-03-15 10:25:00,14.96,836.5,0.15,0.796,15.79
2026-03-15 10:26:00,14.82,853.8,0.131,0.755,15.78
2026-03-15 10:27:00,15.23,851.9,0.131,0.811,15.77
2026-03-15 10:28:00,14.83,831.1,0.15,0.81,15.76
2026-03-15 10:29:00,14.81,832.3,0.149,0.756,15.75
2026-03-15 10:30:00,14.95,834.5,0.15,0.754,15.75
2026-03-15 10:31:00,15.08,832.4,0.152,0.761,15.74
2026-03-15 10:32:00,14.79,843.4,0.142,0.756,15.73
2026-03-15 10:33:00,14.89,832.0,0.152,0.756,15.72
2026-03-15 10:34:00,14.93,826.2,0.154,0.777,15.71
2026-03-15 10:35:00,15.01,840.2,0.145,0.726,15.7
2026-03-15 10:36:00,14.77,809.8,0.172,0.708,15.69
2026-03-15 10:37:00,14.75,823.7,0.159,0.689,15.68
2026-03-15 10:38:00,14.76,840.4,0.143,0.696,15.67
2026-03-15 10:39:00,14.78,824.8,0.162,0.703,15.66
2026-03-15 10:40:00,14.68,842.0,0.147,0.733,15.65
2026-03-15 10:41:00,14.29,818.8,0.166,0.68,15.64
2026-03-15 10:42:00,14.76,812.6,0.17,0.688,15.63
2026-03-15 10:43:00,14.93,832.5,0.152,0.676,15.62
2026-03-15 10:44:00,14.32,814.8,0.17,0.693,15.61
2026-03-15 10:45:00,14.54,816.8,0.166,0.713,15.61
2026-03-15 10:46:00,14.75,816.0,0.171,0.644,15.6
2026-03-15 10:47:00,14.89,801.4,0.183,0.638,15.59
2026-03-15 10:48:00,14.69,822.0,0.162,0.662,15.58
2026-03-15 10:49:00,14.59,826.3,0.158,0.647,15.57
2026-03-15 10:50:00,14.66,826.2,0.158,0.663,15.56
2026-03-15 10:51:00,14.88,825.4,0.159,0.631,15.55
2026-03-15 10:52:00,14.52,814.3,0.168,0.605,15.54
2026-03-15 10:53:00,14.46,809.3,0.173,0.616,15.53
2026-03-15 10:54:00,14.49,807.9,0.173,0.619,15.52
2026-03-15 10:55:00,14.38,804.6,0.18,0.606,15.51
2026-03-15 10:56:00,14.57,812.3,0.173,0.592,15.5
2026-03-15 10:57:00,14.7,796.6,0.188,0.596,15.49
2026-03-15 10:58:00,14.58,814.9,0.172,0.591,15.48
2026-03-15 10:59:00,14.32,781.4,0.203,0.587,15.47
2026-03-15 11:00:00,14.41,802.3,0.183,0.565,15.46
2026-03-15 11:01:00,14.28,812.3,0.169,0.541,15.45
2026-03-15 11:02:00,14.65,814.9,0.168,0.54,15.44
2026-03-15 11:03:00,14.4,800.8,0.184,0.554,15.43
2026-03-15 11:04:00,14.41,807.1,0.178,0.506,15.42
2026-03-15 11:05:00,14.85,794.7,0.189,0.522,15.41
2026-03-15 11:06:00,14.41,796.5,0.187,0.499,15.4
2026-03-15 11:07:00,14.27,798.0,0.183,0.5,15.39
2026-03-15 11:08:00,14.35,807.0,0.176,0.517,15.38
2026-03-15 11:09:00,14.6,815.0,0.17,0.488,15.37
2026-03-15 11:10:00,14.37,803.0,0.182,0.478,15.36
2026-03-15 11:11:00,14.05,789.1,0.196,0.442,15.35
2026-03-15 11:12:00,14.43,793.5,0.19,0.477,15.34
2026-03-15 11:13:00,14.25,806.8,0.177,0.467,15.33
2026-03-15 11:14:00,14.54,790.6,0.192,0.49,15.32
2026-03-15 11:15:00,14.4,790.3,0.195,0.433,15.31
2026-03-15 11:16:00,14.22,801.2,0.183,0.436,15.3
2026-03-15 11:17:00,14.41,790.2,0.195,0.429,15.29
2026-03-15 11:18:00,14.21,788.1,0.195,0.448,15.27
2026-03-15 11:19:00,14.38,795.7,0.184,0.407,15.26
2026-03-15 11:20:00,14.23,786.5,0.2,0.407,15.25
2026-03-15 11:21:00,14.0,780.4,0.203,0.407,15.24
2026-03-15 11:22:00,13.99,773.6,0.209,0.391,15.23
2026-03-15 11:23:00,14.22,776.0,0.21,0.371,15.22
2026-03-15 11:24:00,14.14,796.7,0.186,0.377,15.21
2026-03-15 11:25:00,14.09,794.3,0.192,0.387,15.2
2026-03-15 11:26:00,13.91,778.3,0.207,0.338,15.19
2026-03-15 11:27:00,14.1,777.4,0.208,0.354,15.18
2026-03-15 11:28:00,14.33,772.4,0.209,0.33,15.17
2026-03-15 11:29:00,13.66,743.9,0.243,0.361,15.16
2026-03-15 11:30:00,13.99,773.2,0.212,0.299,15.15
2026-03-15 11:31:00,14.15,765.4,0.218,0.312,15.14
2026-03-15 11:32:00,13.92,767.3,0.217,0.323,15.13
2026-03-15 11:33:00,14.0,765.4,0.215,0.34,15.12
2026-03-15 11:34:00,13.81,778.3,0.207,0.301,15.11
2026-03-15 11:35:00,13.96,763.9,0.218,0.284,15.1
2026-03-15 11:36:00,13.94,777.3,0.204,0.326,15.09
2026-03-15 11:37:00,14.07,770.8,0.21,0.253,15.08
2026-03-15 11:38:00,14.1,777.5,0.209,0.232,15.07
2026-03-15 11:39:00,14.26,767.5,0.216,0.278,15.06
2026-03-15 11:40:00,13.82,749.0,0.239,0.252,15.05
2026-03-15 11:41:00,13.99,784.9,0.198,0.236,15.03
2026-03-15 11:42:00,13.82,756.6,0.225,0.264,15.02
2026-03-15 11:43:00,13.85,779.3,0.203,0.248,15.01
2026-03-15 11:44:00,13.87,771.9,0.215,0.226,15.0
2026-03-15 11:45:00,13.68,752.8,0.231,0.206,14.99
2026-03-15 11:46:00,13.79,761.1,0.222,0.243,14.98
2026-03-15 11:47:00,14.0,772.8,0.212,0.232,14.97
2026-03-15 11:48:00,13.62,769.0,0.216,0.211,14.96
2026-03-15 11:49:00,13.85,755.6,0.231,0.245,14.95
2026-03-15 11:50:00,13.94,769.1,0.218,0.181,14.94
2026-03-15 11:51:00,13.65,755.2,0.229,0.166,14.93
2026-03-15 11:52:00,13.35,754.0,0.228,0.177,14.92
2026-03-15 11:53:00,13.6,761.7,0.222,0.184,14.91
2026-03-15 11:54:00,13.71,734.7,0.251,0.185,14.9
2026-03-15 11:55:00,13.58,746.1,0.237,0.17,14.89
2026-03-15 11:56:00,13.57,771.2,0.211,0.177,14.88
2026-03-15 11:57:00,13.5,751.2,0.234,0.139,14.87
2026-03-15 11:58:00,13.74,757.7,0.227,0.188,14.86
2026-03-15 11:59:00,13.59,742.1,0.243,0.153,14.85
2026-03-15 12:00:00,13.55,755.7,0.227,0.172,14.84
2026-03-15 12:01:00,13.48,749.1,0.235,0.152,14.83
2026-03-15 12:02:00,13.42,740.7,0.242,0.15,14.81
2026-03-15 12:03:00,13.31,739.8,0.247,0.147,14.8
2026-03-15 12:04:00,13.79,759.4,0.227,0.141,14.79
2026-03-15 12:05:00,13.43,744.2,0.237,0.14,14.78
2026-03-15 12:06:00,13.66,746.4,0.236,0.15,14.77
2026-03-15 12:07:00,13.69,746.1,0.236,0.123,14.76
2026-03-15 12:08:00,13.47,723.1,0.261,0.129,14.75
2026-03-15 12:09:00,13.31,736.6,0.248,0.109,14.74
2026-03-15 12:10:00,13.51,749.3,0.232,0.136,14.73
2026-03-15 12:11:00,13.31,728.0,0.255,0.09,14.72
2026-03-15 12:12:00,13.1,715.1,0.268,0.136,14.71
2026-03-15 12:13:00,13.33,727.2,0.258,0.096,14.7
2026-03-15 12:14:00,13.23,751.0,0.234,0.065,14.69
2026-03-15 12:15:00,13.51,738.3,0.245,0.093,14.68
2026-03-15 12:16:00,13.15,722.0,0.264,0.074,14.67
2026-03-15 12:17:00,13.34,738.9,0.245,0.101,14.66
2026-03-15 12:18:00,13.28,727.2,0.257,0.068,14.65
2026-03-15 12:19:00,13.16,726.9,0.262,0.07,14.64
2026-03-15 12:20:00,13.37,742.0,0.246,0.038,14.63
2026-03-15 12:21:00,13.14,727.2,0.255,0.065,14.62
2026-03-15 12:22:00,13.5,761.7,0.224,0.023,14.61
2026-03-15 12:23:00,13.03,739.0,0.248,0.037,14.6
2026-03-15 12:24:00,13.2,726.5,0.256,0.082,14.59
2026-03-15 12:25:00,13.51,739.3,0.247,0.081,14.58
2026-03-15 12:26:00,12.89,711.5,0.277,0.072,14.57
2026-03-15 12:27:00,13.1,735.2,0.247,0.042,14.56
2026-03-15 12:28:00,13.2,725.0,0.258,0.059,14.55
2026-03-15 12:29:00,13.11,722.3,0.265,0.058,14.54
2026-03-15 12:30:00,13.05,707.0,0.279,0.034,14.53
2026-03-15 12:31:00,13.21,734.8,0.251,0.086,14.52
2026-03-15 12:32:00,13.07,707.9,0.278,0.072,14.51
2026-03-15 12:33:00,13.19,718.4,0.268,0.049,14.5
2026-03-15 12:34:00,13.13,723.7,0.259,0.053,14.49
2026-03-15 12:35:00,12.93,713.4,0.274,0.056,14.48
2026-03-15 12:36:00,13.07,715.2,0.273,0.01,14.47
2026-03-15 12:37:00,13.28,719.3,0.266,0.046,14.46
2026-03-15 12:38:00,12.93,712.1,0.273,0.037,14.45
2026-03-15 12:39:00,12.81,712.7,0.27,0.03,14.44
2026-03-15 12:40:00,13.08,710.9,0.276,0.044,14.43
2026-03-15 12:41:00,12.85,704.7,0.282,0.086,14.42
2026-03-15 12:42:00,12.48,693.4,0.292,0.063,14.41
2026-03-15 12:43:00,13.07,722.5,0.265,0.039,14.4
2026-03-15 12:44:00,12.66,685.6,0.3,0.062,14.39
2026-03-15 12:45:00,12.94,726.4,0.26,0.079,14.38
2026-03-15 12:46:00,12.89,704.7,0.279,0.07,14.37
2026-03-15 12:47:00,12.81,698.4,0.287,0.054,14.36
2026-03-15 12:48:00,12.89,700.2,0.285,0.041,14.35
2026-03-15 12:49:00,12.75,708.9,0.277,0.069,14.34
2026-03-15 12:50:00,12.86,702.7,0.282,0.064,14.33
2026-03-15 12:51:00,12.74,705.0,0.28,0.075,14.32
2026-03-15 12:52:00,12.88,706.9,0.28,0.071,14.32
2026-03-15 12:53:00,12.77,689.3,0.296,0.081,14.31
2026-03-15 12:54:00,12.55,690.8,0.292,0.051,14.3
2026-03-15 12:55:00,12.9,706.9,0.282,0.09,14.29
2026-03-15 12:56:00,12.55,689.6,0.299,0.069,14.28
2026-03-15 12:57:00,12.77,689.1,0.294,0.109,14.27
2026-03-15 12:58:00,12.66,687.1,0.3,0.056,14.26
2026-03-15 12:59:00,12.88,685.5,0.299,0.107,14.25
2026-03-15 13:00:00,12.64,700.4,0.286,0.078,14.24
2026-03-15 13:01:00,12.59,696.9,0.289,0.064,14.23
2026-03-15 13:02:00,12.55,682.1,0.304,0.07,14.22
2026-03-15 13:03:00,12.5,681.3,0.303,0.076,14.21
2026-03-15 13:04:00,12.69,686.7,0.298,0.093,14.21
2026-03-15 13:05:00,12.3,684.0,0.3,0.098,14.2
2026-03-15 13:06:00,12.31,671.8,0.313,0.08,14.19
2026-03-15 13:07:00,12.4,690.7,0.295,0.094,14.18
2026-03-15 13:08:00,12.62,677.3,0.307,0.14,14.17
2026-03-15 13:09:00,12.76,686.5,0.301,0.136,14.16
2026-03-15 13:10:00,12.48,687.3,0.302,0.113,14.15
2026-03-15 13:11:00,12.38,669.3,0.316,0.109,14.14
2026-03-15 13:12:00,12.42,672.6,0.314,0.114,14.14
2026-03-15 13:13:00,12.57,672.3,0.315,0.128,14.13
2026-03-15 13:14:00,12.21,666.5,0.321,0.099,14.12
2026-03-15 13:15:00,12.45,677.3,0.309,0.119,14.11
2026-03-15 13:16:00,12.51,671.2,0.317,0.095,14.1
2026-03-15 13:17:00,12.48,679.4,0.308,0.141,14.09
2026-03-15 13:18:00,12.38,668.8,0.315,0.15,14.08
2026-03-15 13:19:00,12.51,676.5,0.311,0.132,14.08
2026-03-15 13:20:00,11.93,673.4,0.315,0.178,14.07
2026-03-15 13:21:00,12.4,664.2,0.321,0.126,14.06
2026-03-15 13:22:00,12.26,678.7,0.308,0.126,14.05
2026-03-15 13:23:00,11.91,650.5,0.338,0.165,14.04
2026-03-15 13:24:00,12.42,678.1,0.308,0.187,14.04
2026-03-15 13:25:00,12.55,681.8,0.306,0.204,14.03
2026-03-15 13:26:00,12.18,660.2,0.331,0.167,14.02
2026-03-15 13:27:00,12.35,656.5,0.329,0.203,14.01
2026-03-15 13:28:00,12.44,656.0,0.328,0.186,14.0
2026-03-15 13:29:00,12.38,658.4,0.329,0.189,14.0
2026-03-15 13:30:00,12.46,664.5,0.323,0.215,13.99
2026-03-15 13:31:00,12.36,670.3,0.316,0.216,13.98
2026-03-15 13:32:00,12.19,663.2,0.326,0.177,13.97
2026-03-15 13:33:00,11.97,664.0,0.32,0.244,13.97
2026-03-15 13:34:00,12.07,650.9,0.337,0.248,13.96
2026-03-15 13:35:00,12.03,658.4,0.327,0.214,13.95
2026-03-15 13:36:00,12.5,668.7,0.321,0.241,13.94
2026-03-15 13:37:00,12.11,663.4,0.327,0.249,13.94
2026-03-15 13:38:00,12.1,649.7,0.336,0.25,13.93
2026-03-15 13:39:00,12.21,658.7,0.327,0.24,13.92
2026-03-15 13:40:00,12.13,663.1,0.325,0.244,13.91
2026-03-15 13:41:00,12.31,649.2,0.337,0.263,13.91
2026-03-15 13:42:00,11.95,648.9,0.338,0.294,13.9
2026-03-15 13:43:00,12.1,655.5,0.331,0.288,13.89
2026-03-15 13:44:00,11.94,650.3,0.333,0.276,13.88
2026-03-15 13:45:00,11.81,646.2,0.341,0.306,13.88
2026-03-15 13:46:00,11.99,660.4,0.325,0.24,13.87
2026-03-15 13:47:00,12.06,659.4,0.326,0.327,13.86
2026-03-15 13:48:00,11.96,655.6,0.334,0.276,13.86
2026-03-15 13:49:00,11.88,644.3,0.34,0.31,13.85
2026-03-15 13:50:00,11.73,642.3,0.346,0.302,13.84
2026-03-15 13:51:00,11.85,627.7,0.359,0.306,13.84
2026-03-15 13:52:00,11.66,632.8,0.354,0.362,13.83
2026-03-15 13:53:00,12.04,644.0,0.344,0.336,13.82
2026-03-15 13:54:00,11.92,640.7,0.347,0.36,13.82
2026-03-15 13:55:00,11.73,649.9,0.338,0.359,13.81
2026-03-15 13:56:00,11.84,640.1,0.349,0.377,13.8
2026-03-15 13:57:00,11.78,639.2,0.347,0.376,13.8
2026-03-15 13:58:00,11.89,631.7,0.354,0.356,13.79
2026-03-15 13:59:00,12.1,641.0,0.344,0.409,13.79
2026-03-15 14:00:00,11.53,627.4,0.358,0.386,13.78
2026-03-15 14:01:00,11.76,624.0,0.369,0.372,13.77
2026-03-15 14:02:00,11.8,635.8,0.354,0.402,13.77
2026-03-15 14:03:00,11.88,624.6,0.36,0.448,13.76
2026-03-15 14:04:00,11.79,620.9,0.364,0.443,13.76
2026-03-15 14:05:00,11.69,634.2,0.354,0.426,13.75
2026-03-15 14:06:00,11.71,627.3,0.361,0.434,13.74
2026-03-15 14:07:00,11.64,628.4,0.36,0.442,13.74
2026-03-15 14:08:00,11.9,625.0,0.362,0.497,13.73
2026-03-15 14:09:00,11.78,632.8,0.354,0.471,13.73
2026-03-15 14:10:00,12.01,624.9,0.363,0.48,13.72
2026-03-15 14:11:00,11.68,618.8,0.369,0.499,13.72
2026-03-15 14:12:00,11.52,603.9,0.379,0.491,13.71
2026-03-15 14:13:00,11.41,611.8,0.375,0.488,13.71
2026-03-15 14:14:00,11.29,597.9,0.388,0.497,13.7
2026-03-15 14:15:00,11.48,627.6,0.36,0.507,13.69
2026-03-15 14:16:00,11.65,616.2,0.377,0.516,13.69
2026-03-15 14:17:00,11.72,616.7,0.371,0.538,13.68
2026-03-15 14:18:00,11.28,594.7,0.392,0.532,13.68
2026-03-15 14:19:00,11.81,625.6,0.363,0.554,13.67
2026-03-15 14:20:00,11.59,624.1,0.364,0.545,13.67
2026-03-15 14:21:00,11.67,620.7,0.368,0.556,13.67
2026-03-15 14:22:00,11.96,635.0,0.353,0.521,13.66
2026-03-15 14:23:00,11.75,621.3,0.37,0.587,13.66
2026-03-15 14:24:00,11.58,616.2,0.369,0.583,13.65
2026-03-15 14:25:00,11.43,609.6,0.379,0.604,13.65
2026-03-15 14:26:00,11.22,603.9,0.382,0.533,13.64
2026-03-15 14:27:00,11.34,590.9,0.398,0.64,13.64
2026-03-15 14:28:00,11.46,596.1,0.39,0.603,13.63
2026-03-15 14:29:00,11.41,611.1,0.376,0.636,13.63
2026-03-15 14:30:00,11.55,613.5,0.373,0.6,13.62
2026-03-15 14:31:00,11.5,601.5,0.388,0.64,13.62
2026-03-15 14:32:00,11.54,618.1,0.371,0.614,13.62
2026-03-15 14:33:00,11.29,582.0,0.404,0.63,13.61
2026-03-15 14:34:00,11.44,590.0,0.398,0.688,13.61
2026-03-15 14:35:00,11.57,603.7,0.383,0.653,13.6
2026-03-15 14:36:00,11.4,613.8,0.371,0.668,13.6
2026-03-15 14:37:00,11.59,584.9,0.403,0.688,13.6
2026-03-15 14:38:00,11.44,598.1,0.389,0.688,13.59
2026-03-15 14:39:00,11.37,589.4,0.404,0.688,13.59
2026-03-15 14:40:00,11.62,612.2,0.376,0.699,13.59
2026-03-15 14:41:00,11.49,597.8,0.387,0.746,13.58
2026-03-15 14:42:00,11.55,592.6,0.394,0.704,13.58
2026-03-15 14:43:00,11.44,594.4,0.396,0.716,13.58
2026-03-15 14:44:00,11.33,600.4,0.392,0.739,13.57
2026-03-15 14:45:00,11.41,581.6,0.403,0.747,13.57
2026-03-15 14:46:00,11.26,596.6,0.387,0.755,13.57
2026-03-15 14:47:00,11.39,594.1,0.398,0.751,13.56
2026-03-15 14:48:00,11.35,587.6,0.401,0.721,13.56
2026-03-15 14:49:00,11.29,580.3,0.406,0.783,13.56
2026-03-15 14:50:00,11.29,580.2,0.409,0.734,13.55
2026-03-15 14:51:00,11.12,590.9,0.392,0.769,13.55
2026-03-15 14:52:00,11.33,599.2,0.389,0.754,13.55
2026-03-15 14:53:00,11.26,571.3,0.418,0.774,13.55
2026-03-15 14:54:00,11.32,580.8,0.409,0.788,13.54
2026-03-15 14:55:00,11.19,586.6,0.399,0.793,13.54
2026-03-15 14:56:00,11.4,565.3,0.423,0.801,13.54
2026-03-15 14:57:00,11.15,576.4,0.41,0.831,13.54
2026-03-15 14:58:00,11.36,567.3,0.422,0.813,13.53
2026-03-15 14:59:00,11.33,575.0,0.411,0.805,13.53
2026-03-15 15:00:00,11.06,555.5,0.432,0.834,13.53
2026-03-15 15:01:00,11.43,556.3,0.43,0.844,13.53
